sequence	16S_rRNA_Count	metadata_NSTI	best_domain	closest_reference_genome
32773f8d89f271011c5935628813f0ff	5	0.00015	bac	GCF_001071995.1
ff915ba4ac47a0dd9a9e9268c6e28f84	1	0.114684	bac	GCA_025150425.1
d36d1ae9984fce33011db2b55baf7a0c	1	0.134702	bac	GCA_003612515.1
48785b5b9d38e9a35339159a964d6abe	1	0.038424	bac	GCA_900549855.1
aad7f8619800889090890bf3f19ca363	1	0.195493	bac	GCF_020564355.1
b4caa26e48188c73237aeaaba21c6365	1	0.187805	bac	GCF_014281125.1
c213a1c8e8edcdb3148ccd0dc563843f	3	0.00015	bac	GCF_000017585.1
b39789c5844768dc6e11d51f5873a209	1	0.030914	bac	GCF_023347275.1
b90cf35eaf931059b81993ecf00c4295	1	0.119509	bac	GCF_900148495.1
ebf498a55c7cffb94056324b7947e90d	1	0.047433	bac	GCF_900155395.1
48118cff20ffcd1bb79d7ed97d622cc7	1	0.267515	bac	GCA_900767815.1
d312e566055481415eefb6b5a7301252	1	0.0148	bac	GCF_003481985.1
1bb598c2aec64752fbb416878b5f2db2	1	0.105809	bac	GCF_002160955.1
73126a740bbf8c5d5cf745d97e0aab3b	1	0.11751	bac	GCA_934153945.1
76c2f0fd7aede9db3ae3550f902e03a7	1	0.461915	bac	GCF_000430995.1
79e5294507a3592895834daecf5b934f	1	0.644013	bac	GCA_023400235.1
a93528d7ce5490b1d94f73bbfb46b6b8	1	0.125437	bac	GCA_025148445.1
b6802fc3eb02de2890305e43d27fe326	1	0.045082	bac	GCF_000205025.1
e1c834eb1afef1b9d67a4c05160b60d6	1	0.00015	bac	GCF_000378725.1
2ca06a195109e635950396a618138dde	1	0.353234	bac	GCA_025150425.1
3554cf64b72487169ebb18647fd6470e	1	0.106721	bac	GCF_014287275.1
e828b3a1626c757b146a1b9fa415384c	6	0.00015	bac	GCF_000013285.1
a42f71327c111adec3c6ff7a50d580be	1	0.151975	bac	GCA_015068345.1
4e91cf312ace5753433bed9a43d57806	1	0.00015	bac	GCF_000158475.2
4a127766af298a7c7cbc633a319c4413	1	0.015362	bac	GCF_003977605.1
fc80258164c1f168542286e411d14471	1	0.00015	bac	GCF_019042275.1
8b533c6f02aa2b6978a0859eb00a6475	1	0.311356	bac	GCF_014384805.1
a3fb31c18a839a033169852829d51047	7	0.014358	bac	GCF_013009555.1
93e3a3d07c0689bab3ebcd3d6c53fbc3	3	0.346656	bac	GCA_022009755.1
e91edddb4e104287ca1daa73d5eea0b0	1	0.346003	bac	GCA_902810075.1
affe8e053c10e2048e061f09f9c77cd7	1	0.00015	bac	GCF_900454835.1
226ca54ecea9816da2df15a599b112b9	1	0.00015	bac	GCF_000758885.1
c014ec02620efc388d6cd3377856b2cb	1	0.150717	bac	GCF_014337195.1
ecdf3a030666a95f996caaa7484a4c1f	1	0.269501	bac	GCA_002069885.1
6f41de405f9e4b1b20b3c83585bd7910	1	0.014847	bac	GCF_009883055.1
a9ea531f05ec08d8238ef697992bc48d	1	0.114729	bac	GCF_000014725.1
de5179837315b986722d2486de99012e	3	0.208077	bac	GCA_017569305.1
fd59958a025795ec452460c38b0cd121	1	0.186433	bac	GCF_900176335.1
e01d35dc44363fed857e064d36009f1d	4	0.172311	bac	GCF_002224645.1
235a1d9be7b851403fe325adbcc0c1fe	1	0.132161	bac	GCF_900115635.1
cd85d76effe27261a38e79494dd96910	1	0.014591	bac	GCF_000235505.1
2ac654bcc74e27aa76b99057125b16d2	1	0.230545	bac	GCF_018784445.1
621e03491c4bddabe994f13809a01b71	1	0.00015	bac	GCF_017798005.1
291d6a17cbc21b4e2197574f54d731a4	1	0.00015	bac	GCF_013300725.1
1e34cdbe3374f08eb642c1ee3b898b3d	5	0.053677	bac	GCF_001701045.1
9cf827e9185ee0e626e3ac045657de27	3	0.004958	bac	GCF_001404675.1
d3f5259cb1edb7e04be865515d409597	1	0.341058	bac	GCA_000285855.2
a0f2d35f46dcd39ec46d0b3f4fb34966	1	0.211827	bac	GCF_002252565.1
a7eb5d5430ef96242dd63d2f98e6e6d8	1	0.00015	bac	GCF_000220835.1
78cc5381d4abaaecd9fdbf83f8521c0d	1	0.572686	bac	GCA_900114405.1
0f8aa01ca802cfc9bc35874ee5c49887	1	0.577247	bac	GCA_900114405.1
a309b4671a99c77d8ae3ed834d493ea2	1	0.00015	bac	GCF_001494635.1
0734740aeb0db2290c706197712dacca	2	0.014679	bac	GCF_000153925.1
4e73387ac09d5ef9b5ce2bef1c62bc80	1	0.166321	bac	GCA_904419955.1
989b57ecbb222718b6111dedb3fd080f	1	0.073691	bac	GCA_000403335.2
6a01484f130838d83c99426dedc245af	1	0.225477	bac	GCF_014281125.1
9c6badec3a5a32c190948e84ec691056	4	0.023936	bac	GCF_000512915.1
918de7b6871b6ba795f6ae33475ae587	1	0.091461	bac	GCF_014384785.1
7aeefcdfb6f6d14eb1464209a33f0a6e	1	0.108584	bac	GCF_014287275.1
a84ce4eb783e850ece79e9fd73087f1c	3	0.177998	bac	GCF_014384795.1
d1d6c90e94bba27e1671444f276b6f39	1	0.059644	bac	GCF_000701705.1
328522cfea170e1201df00a32391aa7f	1	0.11268	bac	GCF_003287495.1
b5de88d6f4866a6356ead6c8d70b53df	1	0.014317	bac	GCF_003464165.1
dfaff27996104c0aa2f9fb3ac8dab908	6	0.442164	bac	GCF_014218335.1
0f41727627d5dc885c3fea6b7e3a12df	1	0.00015	bac	GCF_003479405.1
bd5cd4e711a8dbd60a22c43ae0d7ad0d	1	0.144098	bac	GCA_022846095.1
c92e4bdb439b6431b380c695ee70fa02	1	0.00015	bac	GCA_900543035.1
b530fa762f456b63bd04f08728f71e9f	1	0.412719	bac	GCA_001773955.1
d279e0fe3c4d9de4a81aa8fec208f21e	1	0.04064	bac	GCF_000703005.1
dab3cb2c0c6ec1acadd71868607d0829	4	0.029884	bac	GCF_000296465.1
ebba97d3471d9974d62a0fe5a1cbe940	1	0.00015	bac	GCF_014306095.1
5917c048fd7e52ca2f8c10fdee366c9b	3	0.176586	bac	GCF_016902445.1
0973a9851e0ab0cc93241abc5efe2375	1	0.117009	bac	GCA_902809935.1
284182044ce25021d93d6e1979b4ea0a	1	0.065739	bac	GCA_910575055.1
45d5db450f84073b0cadb70768ea13db	1	0.070461	bac	GCF_005405445.1
83638f55c7931d6579a8b3c61a25752e	7	0.349142	bac	GCF_000421965.1
9ef9675bc3abf4abab63270b3fb6f705	1	0.01471	bac	GCF_900104645.1
621e6b1b6b6ad00df129162c8c327c24	1	0.304014	bac	GCA_022777585.1
b044401e1facdde1174f56d4abe393a1	4	0.030546	bac	GCF_000296465.1
13beec1a54b5181c17ee116f7214fef5	1	0.115645	bac	GCA_910583925.1
df6ca62d8b903d8f183f9d2bd26f2766	1	0.159148	bac	GCA_002841545.1
1a6eeb0606b3a95dabb5512659d2d48f	1	0.00015	bac	GCF_013304735.1
ad10a8eca96c592ce2fd7bbc5bce68df	2	0.00015	bac	GCF_006542665.1
7aaa2c76895ce7d682b7c1cbd674d9ca	1	0.302671	bac	GCA_009782515.1
7b45326a3b7c4dbd63f3f82399349e13	1	0.014539	bac	GCF_003024675.1
139a8fcbbd7c6e6df434095111dad7dd	2	0.208111	bac	GCA_025146135.1
bf1fbce01d61c15620b5cd5f700701fe	1	0.191574	bac	GCA_900550785.1
5617da515399384dec57eaed30d80d54	2	0.139213	bac	GCF_000296445.1
69dee22c6cffa21d6f4dc1ffe2300727	1	0.073996	bac	GCA_000513555.1
97e5691e8afe1ab36622aa846a167911	1	0.00015	bac	GCF_004123145.1
64bc61a32cb92a90b260de25ced62ab7	1	0.00015	bac	GCF_900128445.1
f9827ce693b8607382dc847fab4a5ace	3	0.108044	bac	GCF_000154845.1
adf7560a2377758bb2063cc25d51dd59	5	0.014968	bac	GCF_014287515.2
4d85c8989d4b4f25296aaf46d56ff382	1	0.014764	bac	GCA_025150245.1
795af2304ac330237cd6265da2ccf46a	1	0.12657	bac	GCF_001571775.1
aa2542055bb2f1a9a55934b3faf82b0a	1	0.245213	bac	GCA_014385095.1
253a5a04f7b0cd480f3f433c874628af	1	0.151521	bac	GCF_014384805.1
fce2ef6935867b9f2c83468a5fefe917	1	0.091768	bac	GCA_000513555.1
917bd31b0c96d0b59bd7645c8c258f9d	1	0.202494	bac	GCF_014384805.1
f784fbaa7000e11e313a26269ea0f444	1	0.123189	bac	GCF_021531915.1
27237cc01ebccd94b5d7e050a4f59def	1	0.00015	bac	GCA_902362775.1
8112aada0285492d5e374b91ae970197	1	0.1463	bac	GCA_001701165.1
111eb41974ee5217e124471f92ad50ac	1	0.142811	bac	GCF_001571775.1
9a5bc2b80fe70e390c3378505ae65c12	1	0.236945	bac	GCA_014385025.1
dd84e9929870103b54c64067dca5b327	1	0.116894	bac	GCF_020537505.1
440948678fb68161297ac8a28d0772f4	2	0.014202	bac	GCA_900155415.1
facf8b791a97b4d0ff3829266ea913ee	1	0.12534	bac	GCA_944325155.1
4e9a846871142a91434a53eb35557f5a	1	0.099074	bac	GCA_022706785.1
9e0e88dfdb4e8b822fff5187343b5701	1	0.119282	bac	GCF_014384905.1
12d53c7ce1044eeb11d2ca7ddddf01a4	3	0.193709	bac	GCA_017569305.1
18c80810a39fc46ecce890385e7135f7	1	0.319821	bac	GCF_014323605.1
3bafc2a4188106a9cc9a7304ba063233	1	0.119509	bac	GCF_900148495.1
a8b2d16d2f97268c264bafd2deed9893	1	0.00015	bac	GCF_900155395.1
768158cef35545d6a9b469c6effd47e7	1	0.00015	bac	GCF_007164725.1
f2ecbd18cd1df2fb0d5ed13cb687fe5b	1	0.155252	bac	GCF_002161065.1
8e0b40df706241a89a39a7638645ac86	1	0.00015	bac	GCA_934309345.1
2a589cfa2fc6d0a781b6861932cae096	1	0.007569	bac	GCF_013304825.1
38e7b1cf57271b378cdf7053ed643706	1	0.014397	bac	GCA_001312505.1
878b3c8ed1a95eca4671ed87c9bb8492	1	0.00015	bac	GCF_014384885.1
315871f3b75eecdd434a0d86134150f5	1	0.00015	bac	GCF_007990205.1
64912ff9221b51c8396bb169ddb8e424	1	0.26594	bac	GCF_001571775.1
0a9bf0a055119e5830676af060077096	1	0.225576	bac	GCA_023421955.1
a20d71db4d0fdaee7ccc1a435d2b5e46	1	0.136304	bac	GCA_004340125.1
5596095f7ee5381cbed5932731b45cfd	1	0.121195	bac	GCA_015067305.1
f1bb117cd17a6b860d415736facaea62	1	0.096788	bac	GCF_014281125.1
aa317fb65e045003fe7c4a010fa790ef	1	0.014873	bac	GCF_003479605.1
9c6a678a9daad71626b793d61bf84011	1	0.385132	bac	GCF_017168145.1
3bb0e3795ea49a14c2483a078cf0e1da	3	0.211696	bac	GCF_014384795.1
09f8a2e32a755fb98c34a49f701da06d	1	0.111719	bac	GCA_902762495.1
34a6460a9b1e8ab8b7fcc6b42a27b43a	1	0.066634	bac	GCF_003287495.1
4856a8c51e70c77da51ede20fb1fccfe	1	0.127138	bac	GCF_001262605.1
794846be44dbe96b5bdb965f1eba4c87	1	0.130981	bac	GCA_025148965.1
4cf04296b5a1c600429094fccc417188	1	0.029485	bac	GCF_000188175.1
4af367f3e4e8430eaf255f6c0f94619f	1	0.095296	bac	GCA_910579585.1
772c2449453b70ae7f25b22d8092fa3a	1	0.014281	bac	GCA_000154345.1
cbf5bbcd0703533c35db057349da3155	1	0.00015	bac	GCF_002135415.1
124f566a88da78c4c9630c207f5045e7	1	0.014501	bac	GCF_020564355.1
d8f6477cb5d001fdde6c6f2e35837d82	1	0.366821	bac	GCA_020555605.1
3fcad3c2c82f5f5149b91ee40d4344df	1	0.056744	bac	GCF_002285495.1
4a03d8f018a7258fcd3a81d89e2190cd	1	0.134802	bac	GCA_910576205.1
62c370453ba4dd82b71a13de66c43922	1	0.01432	bac	GCF_003464165.1
44039148172cdd8d222f4dae29b44576	3	0.00015	bac	GCF_023614525.1
56fd584d1e6d1c979386196cb60950d8	1	0.057069	bac	GCF_013304385.1
8fbcd7a13e8b8d079b7c9b2b1e114a88	1	0.00015	bac	GCF_000762405.1
146b49c13117e1fab215c047e45ebc25	1	0.119509	bac	GCF_900148495.1
cd9c128c0d38ad8170ff7603cbb51e7a	1	0.00015	bac	GCF_900104675.1
cbf7049ce78b3648145bd2430644e304	1	0.151624	bac	GCA_020687485.1
a1bcc1b15044070419b556f7c5a16bff	1	0.028872	bac	GCF_900209925.1
10149d046e9ef242a81e7fb10068e4c6	1	0.10669	bac	GCA_934636245.1
14acda9e629f20e6ec4b6d59fab9dde3	1	0.014338	bac	GCF_019656015.1
2717ff6d69984deecc61173014f2efcb	1	0.600791	bac	GCA_900114405.1
396f778771565a91e9c43bebce10bd93	1	0.262031	bac	GCF_003287405.1
52195f226ebb5ae90640274a998db2b7	1	0.014761	bac	GCF_019734885.1
7bdf91658d169c98ef821c8f95279ada	1	0.106829	bac	GCF_021531915.1
7c23dc63e0e3bd2a438c136fecf6f18b	1	0.044572	bac	GCF_014982855.1
ae39849c727c85461673cba195602b45	1	0.017066	bac	GCF_900120005.1
b7359d3f4bef3c94c79dbf8eb22aa3ba	1	0.510204	bac	GCA_900114405.1
5ccb6ae1a4564d92e907688f247e0f18	1	0.12214	bac	GCF_001561955.1
f02be3396399660b91003d821b44a6a4	3	0.198923	bac	GCA_017569285.1
5983cc678ebc703ebb63ec5e7066b529	1	0.00015	bac	GCF_000313565.1
5da36eb4087d6f38b109c08e8545049a	1	0.0618	bac	GCA_900155405.1
0988150e4c17f907a0c5422d73107976	1	0.111719	bac	GCA_902762495.1
2ded9e0f2d67215c16981f4804dc57fa	1	0.511197	bac	GCA_900114405.1
db378984b4bc8b0685046072a38e39e6	6	0.113441	bac	GCA_018223365.1
dc83f78190c8ff87ddf2adfbec620c9e	1	0.544375	bac	GCF_014384785.1
1c034942d58d0057377031a1c8a78973	3	0.012149	bac	GCA_018228685.1
f563f51dfbeef8b3563aad8cbf255fa7	1	0.398927	bac	GCF_016901775.1
34588268433d9e11edc1abadec2d3f1e	1	0.125515	bac	GCA_944391805.1
255ec99eab5380746adf94eebdcce4c6	2	0.00015	bac	GCA_904424815.1
3fd7adac7ebd032950f9f012a0c3d501	1	0.00015	bac	GCA_000166735.2
239095433cb0799514e9b0f431d2bfa9	1	0.363815	bac	GCA_023458035.1
5134b0ea33487c3d5b833c7191689692	1	0.014787	bac	GCF_016586355.1
70cf34bc4e4a036bdb03b3e164ee89a9	1	0.014647	bac	GCA_025150245.1
be2195369f6b8efd8fc370264c9e9e87	2	0.00015	bac	GCF_001244995.1
d0018b203228952daeb565259caa0cfd	1	0.00015	bac	GCF_000411555.1
d4e56d917d56c918b52af807b5b1ffc1	1	0.090349	bac	GCA_900549855.1
0a2cb699eecf6c35468d9e074d4460f7	1	0.137386	bac	GCF_918741295.1
e042cc0028c1f92aea444478fc28bca3	1	0.135826	bac	GCF_003287895.1
35fcf956d2e70e940fa96c9f9ec5675f	1	0.00015	bac	GCF_000478985.1
6654858f619ae7b438980a904350e0b2	5	0.040016	bac	GCF_020736365.1
9aa95d281034d08ef312433101e91926	1	0.114456	bac	GCF_000210095.1
fd7ad880ee06182f0b78a4b36160cc1d	1	0.131946	bac	GCF_014384805.1
67408bbc159051a127d3e8393c98ca5d	1	0.014605	bac	GCF_003460605.1
aaefa6e6d8d798c0f1a611941584a514	1	0.020302	bac	GCF_021531255.1
1247b8024c6e85191f285ab1a6fecea4	1	0.014995	bac	GCF_001406815.1
ce08b5694037926c5094910124a02861	1	0.046682	bac	GCF_013410305.1
2ad3b14829fa6c68396421c7bf23a55d	1	0.030683	bac	GCF_008727735.1
93c304178df23f54b2e854ad87558747	1	0.135857	bac	GCA_000752215.1
41b24f74a9c85e85d384ea8ae8da1961	1	0.00015	bac	GCF_001405015.1
869e77c638f7a6e74f3b271ca0b91604	1	0.014581	bac	GCF_000173975.1
8a93282846ff50f8821260066913564a	1	0.114456	bac	GCF_000210095.1
cd244b3d56b69cc4bc203b6cf7e2e5a7	1	0.00015	bac	GCF_000160535.1
332804973afd7ea1c0b5ff8b0f73154e	1	0.208599	bac	GCF_000169255.2
d3de873caf0545a440521405cfd58388	1	0.186082	bac	GCA_015067305.1
f2cfa6412f10f25e798fcda1794d4de1	1	0.00015	bac	GCF_000338275.1
0e4b64c29be0e8e20136c771b26baf9d	1	0.028843	bac	GCF_021531915.1
2a0dc0db19ae7e036f3f10eee4bb619c	1	0.204212	bac	GCA_900104565.1
308646f01ca34ed04844c7cf3d73b45f	1	0.01997	arc	GCF_000012545.1
6cbb0c4faf3254028d0b0a41964be554	1	0.283066	bac	GCA_000701945.1
ca3e2a6d228e19f4810e77f595d26a87	1	0.12534	bac	GCA_944325155.1
b6029ad8da7bc94e121c94f4ae0799e1	1	0.184522	bac	GCF_900101385.1
6c038d48f30f9c5171b6ad68683b3106	1	0.046591	bac	GCF_900104615.1
cb02be51bb90022cb2f92a5b8cdc16dd	1	0.537935	bac	GCA_900114405.1
f2bcff08956352b66236c0c1dde86700	3	0.108044	bac	GCF_000154845.1
88173804b6fa4fcae35065fc8483ff4e	1	0.114903	bac	GCF_001940225.1
01589826f56d1e3faab686c42c92eefa	1	0.00015	bac	GCA_000155435.1
249d454b13154d9ae9d6e52358a0f2ef	14	0.018389	bac	GCF_900106845.1
21aa7b68226bee9abf8272df9bfa4597	1	0.127756	bac	GCF_000239295.1
1d140774b20e8cf9f5c9e9dbe775d76c	1	0.270865	bac	GCA_014385095.1
0839f0b527bec2c13b6587101d2ce4dc	1	0.00015	bac	GCF_002161175.1
45559ea1217a90f0850b5de0a993f6fa	1	0.014462	bac	GCA_025148445.1
6f49d5f69e1738c2b1caa568169fe45f	8	0.000998	bac	GCF_001022965.1
559cffe084d8ff048ec7bfb3b27eb798	1	0.111316	bac	GCA_003612285.1
b670d627a009a5c4fae5d5b196632627	4	0.014174	bac	GCF_014337155.1
279b20e0c7f72e8352188a6378fab88b	1	0.109475	bac	GCF_000205165.1
6317e45c6557d0b1ca220f4e590d37ee	1	0.00015	bac	GCA_900546745.1
0e03f2f7cda4d638b36172dac0bccdc6	1	0.271371	bac	GCF_003268275.1
9c07c2ac48c4e61d2430ab051c226eca	3	0.030314	bac	GCF_014384795.1
e785ea9a0d40a9c24717f4bc64933c6c	1	0.161457	bac	GCF_000403435.2
3410b38312989b04902da35f7972ad3f	1	0.014895	bac	GCA_025150245.1
7f08872fa4e810c155468cb2c74236a6	1	0.013763	bac	GCA_025150425.1
bad92457723689eb3d2cd18fac08121a	1	0.085375	bac	GCF_016902415.1
75cbba432b7ea8798528b111865d626f	1	0.096025	bac	GCF_003435375.1
9b49436f76be3c0549262f1b1508daf5	1	0.161955	bac	GCF_001571775.1
8941a72da8ac52ec32ad88d8299465e3	1	0.00015	bac	GCA_902363825.1
90514184647da31ca6972e4e3e4a7d12	1	0.013587	bac	GCF_018918025.1
c49b22511d7b1e4e2e956f711ec74bfd	1	0.080811	bac	GCF_900095865.1
0f21667777e7213e65ea6ec7a4a38f5d	1	0.058447	bac	GCA_000513555.1
4642a9da6de3940034e0c626529083de	1	0.18002	bac	GCA_000961765.1
df63a63dc05089330a364a422b28e7fb	1	0.014353	bac	GCF_900186995.1
d5e413475ebb5100ea666e3e2d3a0791	1	0.14273	bac	GCF_002933775.1
2c2409400c8da577c3c067b5f5aa9f89	1	0.068549	bac	GCF_003024715.1
742631dd5e8d74a81be669aa8a9f679c	1	0.015041	bac	GCF_019052365.1
b1e69fa6821c2b01f95126856b726b47	1	0.152625	bac	GCF_003481705.1
ff48439f5b8083edc264d4e4c9edfb71	1	0.014154	bac	GCF_022809355.1
c3597b9b707299e7fe62f59633b1f1d7	1	0.108337	bac	GCA_014385025.1
bc3088d9785eab720c34638fb4b6cea0	1	0.19423	bac	GCA_003612625.1
f34232abe53fd35640f440275a585503	1	0.12534	bac	GCA_944325155.1
ab293edaea1cc462f9b2816469470d38	1	0.388299	bac	GCA_900109435.1
2328ba1043eb635492f7e71090fba0f2	1	0.014174	bac	GCF_000701705.1
3272f6a77e0d154dd00a58aa2c6a93e2	2	0.00015	bac	GCF_000024265.1
0de1e462a0d4aa149f94652558abaf55	1	0.110577	bac	GCF_000479005.1
57974b440b4e4b380f9a89c64f882c0d	1	0.00015	bac	GCF_004358325.1
bcfeb3e995bbf3a55b7a331d1374a138	1	0.00015	bac	GCA_014610835.1
68caf173d8b365522e73f9d228580d0c	1	0.073904	bac	GCA_022774645.1
2ced576642915adc261bd348950cbdb3	1	0.00015	bac	GCF_005484585.1
4d77ec1cfca7ce22318fe4bd35fb8f1a	1	0.096853	bac	GCF_000732725.1
4e38088c903ab62e29182333101c545f	3	0.228205	bac	GCA_022009755.1
a04a9c654fdacb0d59f1a3072c5f9e26	3	0.04255	bac	GCF_012317185.1
f030d7bbaa0f89e867d388a816849d40	2	0.028549	bac	GCA_025145845.1
ea91c49a1281022cdce2463569e09bc9	1	0.111199	bac	GCF_016901775.1
5d8adedf497c32b9ed1efafd07c1a6a9	1	0.014733	bac	GCF_003478445.1
7551f702205fd7f57f8dc6e6b15b4ad7	1	0.139163	bac	GCA_900045905.1
af9d1fe393d0f3938f3a9dc0b2bfe460	1	0.433832	bac	GCA_910577815.1
2c8e47fa45a02a5c19da9a359fe0c6b8	1	0.00015	bac	GCF_002899715.1
91238d0071755d705320cf21a39c9e8a	1	0.00015	bac	GCF_000833605.1
06c48791f1b264ba8a803d38f4492f89	1	0.117752	bac	GCF_900104665.1
055684a12497b887169793cedc0625c6	1	0.07782	bac	GCF_004123145.1
9dd14e9f9784b40e3790fc600d456b58	2	0.029086	bac	GCF_000154465.1
37173cd1644410386428a7e895e5d75d	1	0.248698	bac	GCA_944376295.1
a4da8023b9a2897c100ff379103364de	1	0.014602	bac	GCA_900546565.1
b03245f924366affba16906145ea41ff	1	0.014488	bac	GCF_018917935.1
99f6ebe4f530c347366cce134c002fc6	1	0.00574	bac	GCF_003473545.1
fbe5cf465b665e7293b396c4e0ae8acb	1	0.014173	bac	GCF_000382445.1
016523b87ca3764954ee67ade5408c98	1	0.40514	bac	GCA_002841375.1
4283c46d78ba90d8a5bed63ef91d36af	1	0.045317	bac	GCF_003471165.1
d80b0c71784934f8c17715e1dff95763	1	0.121195	bac	GCA_015067305.1
aa515b766f6ccda20a153b5213adb8e1	1	0.162714	bac	GCF_943192915.1
376e81f3d441d4fa32cd8aa80349e91a	1	0.300856	bac	GCF_900142105.1
732dd290c8c3cd7a2d6b03508e2102dc	1	0.014604	bac	GCF_003473545.1
e23b4c03390c7107b3d3d54b6ed1dbc8	1	0.046693	bac	GCA_944322675.1
a0875ffae83963dad6a4b25a48396b79	3	0.176001	bac	GCA_017569305.1
f05c0ffe6f88c55668bf7ade48df6f47	1	0.183192	bac	GCA_022846095.1
3d0f723c3ca4b6986134f1914f4dc4aa	1	3.420143	bac	GCF_001293685.1
eea1c99edbd6f3c69d20c28fec9da292	1	0.02755	bac	GCA_934167875.1
fcde58c71893549add73b88710acdcec	1	0.245585	bac	GCF_001262605.1
5a740640b07090981ed0d0aa2e0bdebd	1	0.114456	bac	GCF_000210095.1
30a6c998a212e2771acca9221f2c59ae	6	0.014538	bac	GCA_025151535.1
891bfedbbe9bf9056f9f45edbaa2afd5	1	0.116085	bac	GCA_002841545.1
9b8db4bfc3dc19602a4b9490d0e40ea3	1	0.13222	bac	GCF_000169255.2
9569999b2d712b3a2d135c0461435059	1	0.00015	bac	GCF_000701705.1
6b73b83526842a784ff467ebcc259209	5	0.094634	bac	GCF_018918345.1
5d4fe5670f71bdb1192e81442607d60a	2	0.167238	bac	GCA_025144995.1
6feb51602414480404e55d2c56570bbe	1	0.144635	bac	GCA_944362615.1
a805a6cc733e79c4e7b60270509a25ff	1	0.450971	bac	GCA_910575275.1
45ab09639e3568ed439d1778de177012	3	0.15346	bac	GCA_900199405.1
1f84869ac629e9cf81f5ab2ce5a11b9c	1	0.063515	bac	GCA_944364615.1
e1f10b26d0e41a7c0cdf4270982318c6	1	0.017328	bac	GCF_022809355.1
7c655c8f4c06d3c1b53d8d6b802334f2	1	0.227	bac	GCF_900148495.1
64181a99ee26d39e15692fb5f45368f4	1	0.412646	bac	GCA_003513005.1
393a1db6593d5967e8fcf6cad92e4a2c	2	0.00015	bac	GCA_025145645.1
7895d7d4d12ccb3c070d80ca9b92acc8	1	0.129785	bac	GCA_902363135.1
970c9ab07a802e13167d22ec7b3d082f	1	0.169749	bac	GCA_900110975.1
decd04ec1f787ceadd753cc0831d33dd	3	0.063254	bac	GCA_017569305.1
f482aa44d12d7d06794f9c8ccc9319ed	1	0.004488	bac	GCA_004557645.1
df3efd7c028d47b698c942b48cb06f15	1	0.014162	bac	GCF_014306095.1
88f7876bad4c4f7379fb8106aece69e3	1	0.031714	bac	GCF_003287495.1
4a3d6e39531b2b87f9c5730a976cf23b	1	0.262076	bac	GCA_000752215.1
78ad5c300bddb80dc500d61385887393	1	0.00957	bac	GCA_025147765.1
90dbe13afd5c5d403496bf2ffe7481d8	1	0.014747	bac	GCF_003471165.1
b56a0fd8384a34061bc25d88cc5eaee6	3	0.00015	bac	GCF_012271765.1
f4d50314a8d8bb0936f7bd8b21aa80ab	6	0.499372	bac	GCF_018141445.1
3bb5b4b2123c18dc685c5f4f34c538f2	2	0.00015	bac	GCF_901875305.1
aaebd088ce58248c7409a6e18a169fcc	2	0.044482	bac	GCF_003628755.1
0924d039656f9a5d063467604b46ef55	1	0.028949	bac	GCF_001404655.1
c64227c67d1d862708e75722ccab8aa4	1	0.159497	bac	GCA_021771185.1
76e0cef658be863dd7082cdee4313087	1	0.125515	bac	GCA_944391805.1
72c67c251116770a40584acc8dae2037	1	0.116657	bac	GCA_900315395.1
41f42ac6b8e26392e8111174a4244aef	1	0.014974	bac	GCF_001406815.1
310e01954aa52827d39936a7b05d613e	1	0.100411	bac	GCF_014281125.1
c4a3f875bf4fd686376305535c10bb18	1	0.08454	bac	GCA_001189495.1
70fb4366a93870186ef9855f7b9d7ab4	1	0.110281	bac	GCF_900104675.1
7ac7348a0a9d5c720b9270b02ed445f2	1	0.00015	bac	GCF_014384785.1
229dbf27f84edbc730a57444791edc48	1	0.125515	bac	GCA_944391805.1
bb6437fc75aef7691ee5c74bc53940ad	1	0.00015	bac	GCA_018223415.1
01a921457882358f06c4f9ee41de3799	1	0.00015	bac	GCF_000949455.1
2e6339e8f493567818a901820e6fcb28	1	0.122208	bac	GCA_010206265.1
50711eca7e981ef66eb6ce993e5d4216	1	0.160051	bac	GCA_903845135.1
89a3f87e9c0eaf045b4ace8902e9d9ab	1	0.003124	bac	GCF_003252795.1
a1b2c47adbd489b0e6588bb884b40bed	1	0.00015	bac	GCA_934085635.1
261e1c9b584a6541d619fe8ff8507bdf	1	0.228912	bac	GCA_900045905.1
05fc150a1602a5db62d7e1a1b7014e0b	3	0.225244	bac	GCF_014384795.1
a470aacbbf3b4d721526bde960bc3620	5	0.00015	bac	GCF_007990445.1
eb09e1c847eb6c47fffd688fe411143e	1	0.038347	bac	GCA_916988195.3
1b04057a71eb22ee1450b7cf6ef20ff5	1	0.040098	bac	GCF_003287495.1
98d74d3865e0e4e897bf688fb385d67e	14	0.028454	bac	GCF_900002575.1
5e1d6c40e6986e36bed3346dce0ffc53	1	0.118706	bac	GCF_003481705.1
16ec43a60c0ef382eb31f4d373ab1c1b	1	0.014368	bac	GCF_001404655.1
8b1777bd00f03ee33e915547b083bb3a	3	0.15346	bac	GCA_900199405.1
77305754a15255d0e141c93251b2aa0b	1	0.232098	bac	GCA_022846035.1
249cf6c20ba3168035ea4d935c217a04	1	0.00015	bac	GCF_000260715.1
c7e589f42131c8d1c469c35de6c35762	1	0.016603	bac	GCF_943192915.1
622b22cbb8aaa21ab64a836bb7d45268	1	0.00015	bac	GCA_000510425.1
